realDonaldTrump_tweet,realDonaldTrump_date,JustinTrudeau_tweet,JustinTrudeau_date
"Those Tweets were NOT Racist. I don’t have a Racist bone in my body! The so-called vote to be taken is a Democrat con game. Republicans should not show “weakness” and fall into their trap. This should be a vote on the filthy language, statements and lies told by the Democrat.....",2019-07-16,"The nature of work is changing, and Canadians like the students at @collegealma need time &amp; money to get their skills up to speed. The Canada Training Benefit will give you both, so you can find a good job &amp; keep building your career. More: https://bit.ly/2YPUXpx #YourBudget2019",2019-04-05
"Our Country is Free, Beautiful and Very Successful. If you hate our Country, or if you are not happy here, you can leave!",2019-07-16,"La nature du travail change, et les étudiants comme ceux du @collegealma doivent avoir temps &amp; argent pour renforcer leurs compétences. L’Allocation pour la formation vous donne les deux, vous permettant d’avoir une bonne carrière. Info : https://bit.ly/2G3gxiX #VotreBudget2019",2019-04-05
"If you come after the President, the Country, the Flag - he’s going to defend himself. What the squad doesn’t like is that Donald Trump is enforcing the very laws that are on the books that were put there by Congress.” Jason Chaffetz. Also, buy Jason’s great new book, POWER GRAB!",2019-07-16,"We have more than an ally in Israel, we have a trusted and longstanding friend. Thank you to @PresidentRuvi for visiting Canada this week. Together, we’re paving the way for an even closer relationship between our two countries: https://bit.ly/2YSBxR5",2019-04-04
“Billionaire Tech Investor Peter Thiel believes Google should be investigated for treason. He accuses Google of working with the Chinese Government.” @foxandfriends A great and brilliant guy who knows this subject better than anyone! The Trump Administration will take a look!,2019-07-16,"Israël est plus qu'un allié, c’est un ami de confiance et de longue date. Merci au @PresidentRuvi d'avoir visité le Canada cette semaine. Ensemble, nous ouvrons la voie à une relation encore plus étroite entre nos deux pays : https://bit.ly/2IcBucU",2019-04-04
".....shouting of the F...word, among many other terrible things, and the petrified Dems run for the hills. Why isn’t the House voting to rebuke the filthy and hate laced things they have said? Because they are the Radical Left, and the Democrats are afraid to take them on. Sad!",2019-07-16,"Canada is a proud founding member of NATO, and we’ve shown strong and active leadership throughout its history. Today, as we celebrate the 70th anniversary of NATO, we reaffirm our commitment to work with our Allies to build a safer, more peaceful world.",2019-04-04
"The Democrat Congresswomen have been spewing some of the most vile, hateful, and disgusting things ever said by a politician in the House or Senate, & yet they get a free pass and a big embrace from the Democrat Party. Horrible anti-Israel, anti-USA, pro-terrorist & public.....",2019-07-16,"Le Canada est un fier membre fondateur de l’OTAN, où il a toujours fait preuve d’un leadership fort et dynamique. En ce 70e anniversaire de l’OTAN, nous réaffirmons notre engagement à travailler avec nos alliés pour bâtir un monde plus sûr et pacifique. https://pm.gc.ca/fra/nouvelles/2019/04/04/declaration-du-premier-ministre-loccasion-du-70e-anniversaire-de-lorganisation",2019-04-04
“The best economy in our lifetime!” @IngrahamAngle,2019-07-16,"Since 2017, the Inuit-Crown Partnership Committee has been working together to advance reconciliation & create prosperity for all Inuit. Today in Ottawa, we met to talk about our progress so far, and set priorities for the year ahead: https://bit.ly/2WNa8y1",2019-04-04
MAKE AMERICA GREAT AGAIN!,2019-07-15,"Depuis 2017, le Comité de partenariat entre les Inuits et la Couronne favorise la réconciliation et la prospérité pour tous les Inuits. Aujourd'hui, à Ottawa, nous avons discuté des progrès réalisés jusqu'ici et établi nos priorités de l'année : https://bit.ly/2FZeY5y",2019-04-04
"The Obama Administration built the Cages, not the Trump Administration! DEMOCRATS MUST GIVE US THE VOTES TO CHANGE BAD IMMIGRATION LAWS.",2019-07-15,"Annalyn Ervas represented Papineau for #DaughtersOfTheVote. Thank you Annalyn for meeting with me today, and for your leadership in our community. I’m sure we’ll see you back in Parliament soon…",2019-04-04
"The Dems were trying to distance themselves from the four “progressives,” but now they are forced to embrace them. That means they are endorsing Socialism, hate of Israel and the USA! Not good for the Democrats!",2019-07-15,"Today, 338 young women from across Canada took their seats in the House of Commons for #DaughtersOfTheVote. Thanks to @EqualVoiceCA and all the delegates for bringing your ideas and energy to Ottawa. You are the future of our country, and you belong here.",2019-04-04
"....Detention facilities are not Concentration Camps! America has never been stronger than it is now – rebuilt Military, highest Stock Market EVER, lowest unemployment and more people working than ever before. Keep America Great!",2019-07-15,"Annalyn Ervas a représenté Papineau à #HéritièresDuSuffrage. Merci, Annalyn, pour la rencontre d’aujourd'hui et le leadership que vous exercez dans notre communauté. Je suis convaincu que nous vous reverrons bientôt au Parlement...",2019-04-04
"....They are anti-Israel, pro Al-Qaeda, and comment on the 9/11 attack, “some people did something.” Radical Left Democrats want Open Borders, which means drugs, crime, human trafficking, and much more....",2019-07-15,"Aujourd'hui, 338 jeunes femmes de partout au Canada ont pris place à la Chambre des communes pour #HéritièresDuSuffrage. Merci à @EqualVoiceCA et aux déléguées d'avoir apporté vos idées et votre énergie à Ottawa. Vous êtes l'avenir de notre pays, et votre place est ici.",2019-04-04
"We will never be a Socialist or Communist Country. IF YOU ARE NOT HAPPY HERE, YOU CAN LEAVE! It is your choice, and your choice alone. This is about love for America. Certain people HATE our Country....",2019-07-15,"Canada and Israel have a special bond, rooted in mutual respect and shared values. Last night I joined Toronto’s Jewish community to celebrate the ties that unite us, and the strength of our friendship. Thank you to @UJAFederation for having me at Koolulam. ",2019-04-03
"Here we go with the Fake Polls. Just like what happened with the Election against Crooked Hillary Clinton. ABC, NBC, CNN, @nytimes, @washingtonpost, they all got it wrong, on purpose. Suppression Polls so early? They will never learn!",2019-07-15,"Le Canada et Israël ont des liens particuliers, ancrés dans le respect mutuel et des valeurs communes. Hier, avec la communauté juive de Toronto, nous avons célébré les liens qui nous unissent et la force de notre amitié. Merci à la @UJAFederation de m’avoir reçu à Koolulam. ",2019-04-03
".....to impeach President Trump on DAY ONE. Make them the face of the future of the Democrat Party, you will destroy the Democrat Party. Their policies will destroy our Country!” @LindseyGrahamSC Need I say more?",2019-07-15,"We kicked off @cancersociety's #DaffodilCampaign with Bria and Odin in Ottawa yesterday. They're both living with cancer, but they don't let their diagnosis define them. Find out how you can help at http://cancer.ca/daffodil",2019-04-03
"....What does it mean for America to have free Healthcare for Illegal Immigrants, no criminalization of coming into our Country - See how that works for controlling Immigration! They talk about Israel like they’re a bunch of thugs, not victims of the entire region. They wanted...",2019-07-15,"Hier à Ottawa, nous avons lancé la #CampagneDeLaJonquille de la @societeducancer avec Bria et Odin. Ils sont tous deux atteints de cancer, mais ils ne laissent pas leur diagnostique définir qui ils sont. Découvrez comment vous pouvez aider : http://cancer.ca/jonquille",2019-04-03
"....they are Anti-Semitic, they are Anti-America, we don’t need to know anything about them personally, talk about their policies. I think they are American citizens who are duly elected that are running on an agenda that is disgusting, that the American people will reject......",2019-07-15,"Sophie and I are deeply saddened to hear of this, @PresidentRuvi. Canadians are thinking of you and Nechama, and wishing her a speedy recovery.",2019-04-02
